SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Close_shift_1,Close_shift_2,Close_shift_3
246,Bitcoin,BTC,2013-12-30 23:59:59,766.5999755859375,740.239990234375,741.3499755859375,756.1300048828125,0.0207077,9217167990.25,745.0499877929688,727.8300170898438,735.0700073242188
247,Bitcoin,BTC,2013-12-31 23:59:59,760.5800170898438,738.1699829101562,760.3200073242188,754.010009765625,0.0208973,9191325349.25,756.1300048828125,745.0499877929688,727.8300170898438
248,Bitcoin,BTC,2014-01-01 23:59:59,775.3499755859375,754.969970703125,754.969970703125,771.4000244140625,0.0224894,9403308145.0,754.010009765625,756.1300048828125,745.0499877929688
249,Bitcoin,BTC,2014-01-02 23:59:59,820.3099975585938,767.2100219726562,773.4400024414062,802.3900146484375,0.0384895,9781073920.75,771.4000244140625,754.010009765625,756.1300048828125
250,Bitcoin,BTC,2014-01-03 23:59:59,834.1500244140625,789.1199951171875,802.8499755859375,818.719970703125,0.0378101,9980135396.0,802.3900146484375,771.4000244140625,754.010009765625
251,Bitcoin,BTC,2014-01-04 23:59:59,859.510009765625,801.6699829101562,823.27001953125,859.510009765625,0.038005,10477362436.8,818.719970703125,802.3900146484375,771.4000244140625
252,Bitcoin,BTC,2014-01-05 23:59:59,952.4000244140624,854.52001953125,858.5499877929688,933.530029296875,0.072898496,11379660685.2,859.510009765625,818.719970703125,802.3900146484375
253,Bitcoin,BTC,2014-01-06 23:59:59,1017.1199951171876,905.7100219726562,936.0499877929688,953.2899780273438,0.085565696,11620533603.2,933.530029296875,859.510009765625,818.719970703125
254,Bitcoin,BTC,2014-01-07 23:59:59,965.739990234375,802.0,946.489990234375,802.0,0.081311696,9808299600.0,953.2899780273438,933.530029296875,859.510009765625
255,Bitcoin,BTC,2014-01-08 23:59:59,870.6799926757812,776.1799926757812,795.989990234375,842.719970703125,0.0741756,10310363180.0,802.0,953.2899780273438,933.530029296875
256,Bitcoin,BTC,2014-01-09 23:59:59,864.3599853515625,804.1400146484375,841.469970703125,846.8599853515625,0.0599986,10365397028.0,842.719970703125,802.0,953.2899780273438
257,Bitcoin,BTC,2014-01-10 23:59:59,871.1900024414062,822.5999755859375,846.6900024414062,868.47998046875,0.0318768,10634081648.0,846.8599853515625,842.719970703125,802.0
258,Bitcoin,BTC,2014-01-11 23:59:59,921.47998046875,861.719970703125,867.3200073242188,913.9500122070312,0.0447542,11195636163.8,868.47998046875,846.8599853515625,842.719970703125
259,Bitcoin,BTC,2014-01-12 23:59:59,928.52001953125,851.1699829101562,919.5999755859376,863.219970703125,0.0396235,10578653197.5,913.9500122070312,868.47998046875,846.8599853515625
260,Bitcoin,BTC,2014-01-13 23:59:59,861.2899780273438,806.0499877929688,860.1900024414062,841.2000122070312,0.0455809,10312375950.0,863.219970703125,913.9500122070312,868.47998046875
261,Bitcoin,BTC,2014-01-14 23:59:59,855.6900024414062,825.6599731445312,843.1699829101562,833.27001953125,0.0208298,10218535832.2,841.2000122070312,863.219970703125,913.9500122070312
262,Bitcoin,BTC,2014-01-15 23:59:59,872.8099975585938,830.8599853515625,833.1199951171875,860.9000244140625,0.0281072,10561305975.0,833.27001953125,841.2000122070312,863.219970703125
263,Bitcoin,BTC,2014-01-16 23:59:59,866.1599731445312,835.6300048828125,860.2899780273438,835.6300048828125,0.0191493,10255185612.0,860.9000244140625,833.27001953125,841.2000122070312
264,Bitcoin,BTC,2014-01-17 23:59:59,842.9099731445312,797.6300048828125,834.489990234375,814.6400146484375,0.0390317,10000663202.0,835.6300048828125,860.9000244140625,833.27001953125
265,Bitcoin,BTC,2014-01-18 23:59:59,841.489990234375,816.0700073242188,816.0700073242188,840.0,0.0180527,10315662000.0,814.6400146484375,835.6300048828125,860.9000244140625
266,Bitcoin,BTC,2014-01-19 23:59:59,870.9600219726562,825.530029296875,839.6599731445312,870.9600219726562,0.0243657,10699504086.0,840.0,814.6400146484375,835.6300048828125
267,Bitcoin,BTC,2014-01-20 23:59:59,886.3900146484375,853.8699951171875,871.3900146484375,870.2000122070312,0.0276527,10694453430.0,870.9600219726562,840.0,814.6400146484375
268,Bitcoin,BTC,2014-01-21 23:59:59,881.2000122070312,855.9299926757812,869.6500244140625,863.9099731445312,0.0189973,10620283205.2,870.2000122070312,870.9600219726562,840.0
269,Bitcoin,BTC,2014-01-22 23:59:59,870.1500244140625,837.3599853515625,867.2100219726562,845.5900268554688,0.0184537,10399573174.0,863.9099731445312,870.2000122070312,870.9600219726562
270,Bitcoin,BTC,2014-01-23 23:59:59,851.5700073242188,819.3200073242188,845.4600219726562,822.0399780273438,0.0156071,10113558120.0,845.5900268554688,863.9099731445312,870.2000122070312
271,Bitcoin,BTC,2014-01-24 23:59:59,822.4299926757812,783.5800170898438,822.4299926757812,797.0700073242188,0.034912,9810138292.5,822.0399780273438,845.5900268554688,863.9099731445312
272,Bitcoin,BTC,2014-01-25 23:59:59,861.4500122070312,792.9600219726562,796.239990234375,853.6099853515625,0.0243039,10509539618.8,797.0700073242188,822.0399780273438,845.5900268554688
273,Bitcoin,BTC,2014-01-26 23:59:59,897.02001953125,844.8599853515625,853.6799926757812,885.280029296875,0.0322243,10902798632.0,853.6099853515625,797.0700073242188,822.0399780273438
274,Bitcoin,BTC,2014-01-27 23:59:59,893.0,757.1099853515625,884.5999755859375,771.3900146484375,0.0492336,9503544084.75,885.280029296875,853.6099853515625,797.0700073242188
275,Bitcoin,BTC,2014-01-28 23:59:59,832.5,766.97998046875,774.02001953125,812.510009765625,0.0448755,10013251363.5,771.3900146484375,885.280029296875,853.6099853515625
276,Bitcoin,BTC,2014-01-29 23:59:59,836.8699951171875,809.8499755859375,809.9600219726562,826.0,0.0179844,10182659550.0,812.510009765625,771.3900146484375,885.280029296875
277,Bitcoin,BTC,2014-01-30 23:59:59,830.5,799.0599975585938,826.02001953125,819.030029296875,0.0299182,10100339387.2,826.0,812.510009765625,771.3900146484375
278,Bitcoin,BTC,2014-01-31 23:59:59,831.8699951171875,812.5999755859375,818.4299926757812,829.9199829101562,0.0171079,10238411820.0,819.030029296875,826.0,812.510009765625
279,Bitcoin,BTC,2014-02-01 23:59:59,853.52001953125,827.1099853515625,828.6099853515625,832.5800170898438,0.0196687,10275202812.0,829.9199829101562,819.030029296875,826.0
280,Bitcoin,BTC,2014-02-02 23:59:59,844.719970703125,820.6699829101562,832.9000244140625,825.3699951171875,0.0113009,10190038654.2,832.5800170898438,829.9199829101562,819.030029296875
281,Bitcoin,BTC,2014-02-03 23:59:59,826.47998046875,807.219970703125,824.0800170898438,823.8300170898438,0.0139401,10174774202.2,825.3699951171875,832.5800170898438,829.9199829101562
282,Bitcoin,BTC,2014-02-04 23:59:59,840.1699829101562,820.9400024414062,823.77001953125,827.9600219726562,0.0166097,10229342305.0,823.8300170898438,825.3699951171875,832.5800170898438
283,Bitcoin,BTC,2014-02-05 23:59:59,837.3200073242188,811.9099731445312,829.9600219726562,811.9099731445312,0.0223951,10034436285.5,827.9600219726562,823.8300170898438,825.3699951171875
284,Bitcoin,BTC,2014-02-06 23:59:59,819.8099975585938,770.5900268554688,815.5900268554688,781.5499877929688,0.0501087,9662791118.75,811.9099731445312,827.9600219726562,823.8300170898438
285,Bitcoin,BTC,2014-02-07 23:59:59,783.2000122070312,654.3499755859375,783.2000122070312,712.4000244140625,0.113643,8810607000.0,781.5499877929688,811.9099731445312,827.9600219726562
286,Bitcoin,BTC,2014-02-08 23:59:59,721.8200073242188,661.8699951171875,699.5700073242188,673.9199829101562,0.0387426,8337738240.0,712.4000244140625,781.5499877929688,811.9099731445312
287,Bitcoin,BTC,2014-02-09 23:59:59,712.27001953125,655.25,671.4600219726562,682.9000244140625,0.0393114,8451228950.0,673.9199829101562,712.4000244140625,781.5499877929688
288,Bitcoin,BTC,2014-02-10 23:59:59,703.7100219726562,550.5,681.3200073242188,681.030029296875,0.112758,8430742782.0,682.9000244140625,673.9199829101562,712.4000244140625
289,Bitcoin,BTC,2014-02-11 23:59:59,712.4600219726562,636.6599731445312,683.5,672.1699829101562,0.0727452,8323817195.0,681.030029296875,682.9000244140625,673.9199829101562
290,Bitcoin,BTC,2014-02-12 23:59:59,672.9000244140625,643.0399780273438,672.3800048828125,651.719970703125,0.0253676,8073458481.0,672.1699829101562,681.030029296875,682.9000244140625
291,Bitcoin,BTC,2014-02-13 23:59:59,657.989990234375,601.9099731445312,651.0800170898438,605.239990234375,0.0385881,7500376176.0,651.719970703125,672.1699829101562,681.030029296875
292,Bitcoin,BTC,2014-02-14 23:59:59,691.719970703125,541.0399780273438,601.1699829101562,661.989990234375,0.102506,8206805878.25,605.239990234375,651.719970703125,672.1699829101562
293,Bitcoin,BTC,2014-02-15 23:59:59,661.8400268554688,632.8400268554688,660.9000244140625,650.9199829101562,0.0267092,8072579656.0,661.989990234375,605.239990234375,651.719970703125
294,Bitcoin,BTC,2014-02-16 23:59:59,665.0999755859375,584.1699829101562,651.2999877929688,616.6300048828125,0.0400617,7650358836.75,650.9199829101562,661.989990234375,605.239990234375
295,Bitcoin,BTC,2014-02-17 23:59:59,656.9500122070312,607.3099975585938,614.22998046875,626.27001953125,0.0319484,7772386462.0,616.6300048828125,650.9199829101562,661.989990234375
296,Bitcoin,BTC,2014-02-18 23:59:59,645.760009765625,612.5399780273438,627.1599731445312,626.5999755859375,0.0200151,7779035355.0,626.27001953125,616.6300048828125,650.9199829101562
297,Bitcoin,BTC,2014-02-19 23:59:59,631.77001953125,618.7000122070312,625.969970703125,623.030029296875,0.0138978,7737830115.25,626.5999755859375,626.27001953125,616.6300048828125
298,Bitcoin,BTC,2014-02-20 23:59:59,627.72998046875,556.1400146484375,623.0900268554688,556.1400146484375,0.046905,6909538974.0,623.030029296875,626.5999755859375,626.27001953125
299,Bitcoin,BTC,2014-02-21 23:59:59,582.9600219726562,530.469970703125,556.8800048828125,574.1599731445312,0.0473081,7135603064.0,556.1400146484375,623.030029296875,626.5999755859375
300,Bitcoin,BTC,2014-02-22 23:59:59,614.47998046875,558.5800170898438,574.239990234375,605.4199829101562,0.031254,7526808472.5,574.1599731445312,556.1400146484375,623.030029296875
301,Bitcoin,BTC,2014-02-23 23:59:59,639.9099731445312,599.7000122070312,606.469970703125,605.8200073242188,0.0314344,7534325866.5,605.4199829101562,574.1599731445312,556.1400146484375
302,Bitcoin,BTC,2014-02-24 23:59:59,607.6099853515625,538.7000122070312,606.0399780273438,546.3200073242188,0.0578939,6796971990.0,605.8200073242188,605.4199829101562,574.1599731445312
303,Bitcoin,BTC,2014-02-25 23:59:59,541.3800048828125,420.4100036621094,540.239990234375,538.7100219726562,0.126314,6704461434.0,546.3200073242188,605.8200073242188,605.4199829101562
304,Bitcoin,BTC,2014-02-26 23:59:59,603.7999877929688,532.5800170898438,537.0399780273438,582.6900024414062,0.0646427,7254505067.25,538.7100219726562,546.3200073242188,605.8200073242188
305,Bitcoin,BTC,2014-02-27 23:59:59,594.0499877929688,566.6199951171875,581.6500244140625,578.77001953125,0.0255408,7208406719.0,582.6900024414062,538.7100219726562,546.3200073242188
306,Bitcoin,BTC,2014-02-28 23:59:59,584.1400146484375,545.1699829101562,579.7000122070312,549.260009765625,0.0280761,6843353923.5,578.77001953125,582.6900024414062,538.7100219726562
307,Bitcoin,BTC,2014-03-01 23:59:59,573.3800048828125,539.2899780273438,549.9199829101562,565.6099853515625,0.0186681,7049084308.0,549.260009765625,578.77001953125,582.6900024414062
308,Bitcoin,BTC,2014-03-02 23:59:59,570.47998046875,553.27001953125,567.22998046875,559.7899780273438,0.00795076,6978524071.75,565.6099853515625,549.260009765625,578.77001953125
309,Bitcoin,BTC,2014-03-03 23:59:59,702.9099731445312,560.52001953125,562.5599975585938,667.760009765625,0.096056896,8326933812.0,559.7899780273438,565.6099853515625,549.260009765625
310,Bitcoin,BTC,2014-03-04 23:59:59,696.219970703125,655.6799926757812,668.239990234375,666.780029296875,0.0553446,8317230355.5,667.760009765625,559.7899780273438,565.6099853515625
311,Bitcoin,BTC,2014-03-05 23:59:59,674.280029296875,646.280029296875,666.239990234375,665.510009765625,0.0224619,8304000851.5,666.780029296875,667.760009765625,559.7899780273438
312,Bitcoin,BTC,2014-03-06 23:59:59,669.77001953125,649.7899780273438,664.52001953125,663.8599853515625,0.0160681,8286267327.0,665.510009765625,666.780029296875,667.760009765625
